pid,ptime,src_ip_address,dst_ip_address,frame_protos,src_port,dst_port,bytes_trans,attack,protocol,Date
222.186.49.224-10.42.0.211-80-58447-6,40:15.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/19/19 15:19
10.42.0.211-10.42.0.1-25432-53-17,40:15.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-08-19 16:06
172.217.12.163-10.42.0.42-443-42661-6,40:15.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/15/19 18:38
180.149.153.68-10.42.0.211-80-55356-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/21/19 16:17
10.42.0.211-106.39.169.66-33041-80-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-01-19 10:29
192.229.173.173-10.42.0.151-443-52805-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-11-19 12:56
10.42.0.211-104.254.66.16-57527-80-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/27/19 17:41
172.217.6.234-10.42.0.151-443-36151-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-03-19 20:37
172.217.12.163-10.42.0.42-443-44956-17,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/22/19 22:50
172.217.7.195-10.42.0.151-80-38893-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,0,TCP,08/20/19 15:45
172.217.10.35-10.42.0.151-443-33429-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,1,TCP,08-08-19 6:44
10.42.0.42-34.193.204.145-39112-443-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08-02-19 8:16
183.3.235.80-10.42.0.151-80-47478-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-09-19 10:02
180.149.138.210-10.42.0.42-80-34799-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/15/19 10:10
10.42.0.211-10.42.0.1-64410-53-17,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-02-19 10:52
10.42.0.211-66.102.255.61-50926-80-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08-06-19 18:51
10.42.0.211-23.66.169.52-36241-80-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-06-19 18:51
172.217.7.196-10.42.0.151-443-42131-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/24/19 18:19
10.42.0.211-106.11.30.199-37182-80-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-07-19 3:34
10.42.0.211-123.125.115.190-56889-80-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-06-19 18:58
172.217.12.142-10.42.0.211-443-35152-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08-02-19 18:14
10.42.0.1-10.42.0.42-53-45853-17,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/31/19 00:59
10.42.0.211-23.203.49.224-54054-443-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-09-19 8:47
10.42.0.211-66.231.239.122-34579-80-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-02-19 21:26
10.42.0.211-106.11.129.143-45311-80-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/24/19 21:59
10.42.0.151-10.42.0.1-22807-53-17,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/26/19 16:11
10.42.0.211-10.42.0.1-25171-53-17,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-06-19 8:00
198.105.244.11-10.42.0.151-80-41262-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,80,15035,41,1,TCP,08-09-19 5:56
10.42.0.211-108.168.180.114-52420-5222-6,40:15.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,41,0,TCP,08/29/19 23:26
172.217.10.46-10.42.0.151-443-48726-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/23/19 10:43
10.42.0.211-66.102.255.61-58362-80-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/13/19 20:13
10.42.0.211-10.42.0.1-51365-53-17,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/25/19 01:08
10.42.0.151-10.42.0.1-12748-53-17,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/28/19 20:19
205.204.101.47-10.42.0.211-443-47189-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-06-19 20:15
172.217.6.234-10.42.0.211-443-51023-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/16/19 19:16
172.217.12.206-10.42.0.211-80-55912-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/23/19 16:13
10.42.0.42-104.192.110.245-53767-80-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/17/19 07:57
10.42.0.151-10.42.0.1-46017-53-17,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/25/19 21:58
10.42.0.211-66.198.24.240-48287-80-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-05-19 20:13
183.79.249.252-10.42.0.42-443-39797-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/27/19 18:02
180.76.174.197-10.42.0.211-80-52218-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/23/19 14:11
180.149.153.234-10.42.0.42-80-39695-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/14/19 19:36
10.42.0.151-10.42.0.1-18309-53-17,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08-11-19 12:19
172.217.11.10-10.42.0.151-443-54729-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/21/19 20:32
172.217.10.78-10.42.0.42-443-44422-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/23/19 12:31
180.163.255.159-10.42.0.211-80-34698-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08-11-19 3:09
203.205.179.170-10.42.0.151-80-43520-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-02-19 19:04
10.42.0.211-10.42.0.1-57765-53-17,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/15/19 18:44
183.3.235.80-10.42.0.151-80-46815-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/26/19 11:37
151.101.22.2-10.42.0.211-443-39518-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-08-19 12:49
172.217.12.170-10.42.0.151-443-57137-6,40:16.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/14/19 22:40
172.217.3.98-10.42.0.151-443-54217-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/27/19 12:51
10.42.0.211-54.243.32.68-41555-443-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/14/19 23:15
10.42.0.151-31.13.80.8-53834-443-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/24/19 16:53
10.42.0.211-88.212.201.197-36467-443-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/23/19 11:36
163.177.151.166-10.42.0.211-443-33721-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/26/19 16:44
172.217.10.10-10.42.0.151-443-41957-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/22/19 13:59
172.217.10.110-10.42.0.151-443-43414-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/22/19 19:42
202.77.129.150-10.42.0.211-80-35168-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-07-19 15:35
162.208.22.39-10.42.0.42-443-55492-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/29/19 07:45
10.42.0.211-23.206.166.66-55767-80-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/20/19 19:54
151.101.117.140-10.42.0.211-443-56169-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/15/19 10:20
172.217.6.227-10.42.0.151-443-41727-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-05-19 19:34
203.205.158.35-10.42.0.211-80-35221-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,0,TCP,08/30/19 19:02
172.217.11.14-10.42.0.151-443-33549-6,40:16.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,1,TCP,08/13/19 14:51
203.205.158.23-10.42.0.151-80-48808-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-10-19 17:47
172.217.6.234-10.42.0.42-443-40006-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-02-19 19:03
172.217.11.46-10.42.0.151-443-52064-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-02-19 19:03
157.240.2.35-10.42.0.211-443-60093-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-02-19 19:03
172.217.10.74-10.42.0.211-443-33114-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/25/19 17:54
10.42.0.211-10.42.0.1-7599-53-17,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/18/19 20:55
10.42.0.211-23.23.207.243-59426-443-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-04-19 19:44
172.217.10.42-10.42.0.211-443-33411-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/15/19 15:24
10.42.0.42-66.102.255.61-49849-443-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-10-19 8:04
198.54.12.145-10.42.0.211-443-59871-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-10-19 23:32
172.217.7.2-10.42.0.211-443-45089-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-05-19 14:17
10.42.0.151-10.42.0.1-32011-53-17,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/31/19 07:40
10.42.0.211-98.139.180.149-45705-443-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/27/19 11:53
172.217.10.133-10.42.0.42-443-39988-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/30/19 23:46
172.217.10.110-10.42.0.211-443-57958-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-06-19 6:44
10.42.0.211-10.42.0.1-11222-53-17,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-11-19 11:46
239.255.255.250-10.42.0.1-1900-50490-17,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/17/19 20:57
10.42.0.211-10.42.0.1-27787-53-17,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-02-19 9:24
10.42.0.151-10.42.0.1-20191-53-17,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/26/19 18:59
172.217.10.35-10.42.0.211-443-54457-6,40:16.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/24/19 21:15
172.217.6.202-10.42.0.42-443-48012-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-10-19 16:16
140.205.140.87-10.42.0.151-443-49254-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-06-19 11:07
162.208.22.39-10.42.0.42-443-57828-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/21/19 22:31
10.42.0.211-10.42.0.1-12703-53-17,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-08-19 18:52
202.77.129.150-10.42.0.42-80-39293-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/31/19 19:40
10.42.0.211-65.52.108.74-41980-443-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/25/19 22:03
172.217.11.3-10.42.0.151-443-44517-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/16/19 15:22
10.42.0.211-52.9.59.64-37404-443-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/19/19 08:28
10.42.0.211-66.231.239.95-48374-443-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/16/19 08:12
192.229.173.173-10.42.0.42-80-41630-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08-02-19 11:27
10.42.0.211-47.89.67.245-46371-443-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/26/19 18:10
203.205.158.63-10.42.0.42-80-48957-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/31/19 15:57
182.22.120.252-10.42.0.211-443-51984-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,80,15035,41,1,TCP,08-05-19 18:21
172.217.10.234-10.42.0.151-443-39869-6,40:16.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,41,0,TCP,08-05-19 11:24
10.42.0.211-111.1.17.152-45466-8077-6,40:16.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,362,1,TCP,08-07-19 9:12
202.77.129.230-10.42.0.211-80-51592-6,40:16.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,362,0,TCP,08/21/19 12:42
180.149.136.194-10.42.0.211-80-50431-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-07-19 16:47
10.42.0.211-23.66.169.49-43189-80-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/16/19 22:10
172.217.12.206-10.42.0.151-443-55648-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/14/19 12:50
10.42.0.151-103.235.46.211-40341-443-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/26/19 06:55
10.42.0.151-104.192.108.27-41378-80-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-11-19 11:44
10.42.0.151-10.42.0.1-16888-53-17,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-11-19 8:49
172.217.6.227-10.42.0.211-443-53412-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-02-19 19:13
10.42.0.211-87.240.165.80-60678-80-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/31/19 16:34
202.77.129.146-10.42.0.151-80-60341-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-08-19 11:15
10.42.0.211-10.42.0.1-51421-53-17,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-03-19 21:56
10.42.0.211-10.42.0.1-60064-53-17,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/13/19 11:52
10.42.0.1-10.42.0.42-53-3906-17,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/18/19 22:56
172.217.11.46-10.42.0.151-443-54170-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/27/19 01:07
172.217.6.234-10.42.0.211-443-53614-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-08-19 8:49
172.217.12.206-10.42.0.151-443-41861-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/27/19 19:31
10.42.0.151-104.244.43.195-40371-443-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,ICMP,08-10-19 11:27
172.217.8.4-10.42.0.42-443-56022-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,ICMP,08-10-19 15:16
10.42.0.211-64.71.142.120-54672-443-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-10-19 12:47
174.129.31.175-10.42.0.211-443-34242-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/24/19 22:07
10.42.0.211-106.11.94.27-59270-443-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/18/19 14:55
172.217.9.228-10.42.0.42-443-48956-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-10-19 14:08
10.42.0.211-95.213.11.181-53788-80-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/16/19 18:37
10.42.0.1-10.42.0.42-53-4573-17,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/14/19 19:42
10.42.0.151-104.193.88.109-48422-80-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/19/19 02:32
172.217.12.170-10.42.0.211-443-53888-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/20/19 15:53
10.42.0.151-10.42.0.1-41235-53-17,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-03-19 7:12
10.42.0.42-52.52.149.36-50676-443-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/29/19 10:08
10.42.0.211-64.71.142.125-39467-443-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,1,UDP,08/26/19 20:57
10.42.0.151-125.88.193.249-53688-80-6,40:16.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,1,UDP,08-10-19 12:26
203.205.179.170-10.42.0.42-80-51623-6,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08-05-19 22:49
183.57.48.84-10.42.0.151-80-41647-6,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/25/19 15:27
8.0.6.4-8.6.0.1-0-0-0,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-08-19 22:32
216.58.219.202-10.42.0.151-443-55410-6,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08-09-19 20:12
10.42.0.42-23.46.217.174-36541-443-6,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/18/19 22:07
10.42.0.211-10.42.0.1-46499-53-17,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/18/19 22:07
10.42.0.151-10.42.0.1-20873-53-17,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/30/19 13:48
205.185.216.10-10.42.0.211-80-33003-6,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/30/19 13:48
202.77.129.150-10.42.0.42-443-47755-6,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-12-19 12:18
222.73.28.96-10.42.0.211-80-38314-6,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08/25/19 08:10
10.42.0.211-104.192.110.245-33587-443-6,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/13/19 07:36
10.42.0.211-104.244.43.131-54860-443-6,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/27/19 08:10
10.42.0.211-10.42.0.1-54070-53-17,40:16.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,80,15035,41,0,UDP,08/26/19 18:59
172.217.11.14-10.42.0.151-443-37037-6,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,UDP,08-11-19 15:40
10.42.0.42-66.231.239.124-47927-80-6,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,UDP,08/23/19 13:35
10.42.0.211-104.193.88.109-54962-80-6,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/27/19 13:02
10.42.0.211-23.194.141.191-49289-443-6,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-04-19 12:41
172.217.6.206-10.42.0.42-443-50779-6,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/19/19 16:24
10.42.0.42-14.17.42.57-41609-80-6,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/23/19 09:40
10.42.0.211-95.213.11.133-36030-80-6,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-05-19 14:02
10.42.0.211-10.42.0.1-28194-53-17,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-09-19 3:01
10.42.0.151-10.42.0.1-14097-53-17,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/29/19 15:24
172.217.7.195-10.42.0.151-443-37641-6,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-01-19 17:54
180.149.138.210-10.42.0.211-80-50296-6,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/16/19 22:43
219.142.78.162-10.42.0.211-443-35279-6,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/27/19 16:40
10.42.0.211-47.89.67.245-46371-443-6,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,1,TCP,08/17/19 18:10
10.42.0.211-119.146.74.34-43486-80-6,40:16.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,1,TCP,08-03-19 18:48
10.42.0.211-10.42.0.1-31907-53-17,40:16.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-07-19 18:27
10.42.0.211-120.55.89.238-35956-8977-6,40:16.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/17/19 14:31
10.42.0.211-10.42.0.1-58212-53-17,40:16.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/30/19 18:27
182.254.5.234-10.42.0.151-80-52636-6,40:16.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-11-19 6:48
10.42.0.151-10.42.0.1-63460-53-17,40:16.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08-02-19 8:58
10.42.0.211-111.1.17.152-35330-8077-6,40:16.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08/29/19 14:41
172.217.7.196-10.42.0.151-443-53238-6,40:16.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1,TCP,08/13/19 23:24
10.42.0.42-31.13.80.37-35627-443-6,40:16.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,0,TCP,08-02-19 6:23
